sessionID,cluster
Userlogs01_M4,1
Userlogs02_M4,0
Userlogs03_M4,1
Userlogs04_M4,0
Userlogs05_M4,0
Userlogs06_M4,0
Userlogs07_M4,1
Userlogs08_M4,1
Userlogs09_M4,1
Userlogs10_M4,0
Userlogs11_M4,1
Userlogs12_M4,2
Userlogs13_M4,1
Userlogs14_M4,1
Userlogs15_M4,0
Userlogs16_M4,0
Userlogs17_M4,0
Userlogs18_M4,0
Userlogs19_M4,1
Userlogs20_M4,1
Userlogs21_M4,0
Userlogs22_M4,1
Userlogs23_M4,1
