Timestamp,Action,ActionID,Direction
2024-12-10 11:03:55.870,Teleport,,R
2024-12-10 11:03:56.619,Teleport,,R
2024-12-10 11:04:01.479,Teleport,,R
2024-12-10 11:04:02.900,Teleport,,R
2024-12-10 11:04:04.245,Teleport,,R
2024-12-10 11:04:05.550,Teleport,,R
2024-12-10 11:04:06.805,Teleport,,R
2024-12-10 11:04:09.993,Teleport,,R
2024-12-10 11:04:12.886,Teleport,,R
2024-12-10 11:04:18.610,Teleport,,R
2024-12-10 11:04:19.259,Teleport,,R
2024-12-10 11:04:20.689,Teleport,,R
2024-12-10 11:04:23.658,Teleport,,R
2024-12-10 11:04:27.142,Teleport,,R
2024-12-10 11:04:36.880,Teleport,,R
2024-12-10 11:04:39.960,Teleport,,R
2024-12-10 11:04:40.377,Teleport,,R
2024-12-10 11:04:46.579,Teleport,,R
2024-12-10 11:04:50.547,Teleport,,R
2024-12-10 11:04:59.874,PlayVideo,video_zTcsSwKffL4,
2024-12-10 11:05:02.700,PlayVideo,video_zTcsSwKffL4,
2024-12-10 11:08:50.226,Teleport,,R
2024-12-10 11:08:52.630,Teleport,,R
2024-12-10 11:09:43.400,Teleport,,R
2024-12-10 11:09:44.611,Grab,,R
2024-12-10 11:09:45.696,Release,,R
2024-12-10 11:09:46.641,Grab,,R
2024-12-10 11:09:47.351,Release,,R
2024-12-10 11:09:47.769,Touch,concept_risorse_hardware,R
2024-12-10 11:09:48.620,Grab,concept_risorse_hardware,R
2024-12-10 11:09:50.214,Release,concept_risorse_hardware,R
2024-12-10 11:09:53.327,Teleport,,R
2024-12-10 11:10:18.280,Pause,,
2024-12-10 11:10:20.280,Teleport,,R
2024-12-10 11:10:23.159,Touch,concept_risorse_hardware,R
2024-12-10 11:10:23.929,PlayAnnotation,ann6,
2024-12-10 11:10:54.130,Teleport,,R
2024-12-10 11:10:54.692,Touch,concept_modello_di_cloud,R
2024-12-10 11:10:55.947,PlayAnnotation,ann11,
2024-12-10 11:10:58.633,Teleport,,R
2024-12-10 11:15:35.551,PlayVideo,video_zTcsSwKffL4,
2024-12-10 11:15:36.575,Pause,,
2024-12-10 11:15:44.199,Pause,,
2024-12-10 11:15:45.937,Teleport,,R
2024-12-10 11:15:51.256,Teleport,,R
2024-12-10 11:15:55.634,Touch,concept_livello_fisico,R
2024-12-10 11:15:56.276,PlayAnnotation,ann9,
2024-12-10 11:16:01.307,Teleport,,R
2024-12-10 11:16:38.907,Pause,,
2024-12-10 11:16:43.942,PlayVideo,video_zTcsSwKffL4,
2024-12-10 11:16:47.367,Teleport,,R
2024-12-10 11:16:49.713,Pause,,
2024-12-10 11:16:50.538,Touch,concept_fornitore_del_servizio,R
2024-12-10 11:16:51.470,PlayAnnotation,ann7,
2024-12-10 11:16:56.438,Teleport,,R
2024-12-10 11:17:26.559,Pause,,
2024-12-10 11:17:30.505,Teleport,,R
