Timestamp,Action,ActionID,Direction
2024-12-18 11:47:56.487,Teleport,,R
2024-12-18 11:48:00.182,Teleport,,R
2024-12-18 11:48:01.353,Teleport,,R
2024-12-18 11:48:08.739,Teleport,,R
2024-12-18 11:48:10.253,Teleport,,R
2024-12-18 11:48:34.346,Teleport,,R
2024-12-18 11:48:34.775,Teleport,,R
2024-12-18 11:48:52.167,Teleport,,R
2024-12-18 11:48:52.583,Teleport,,R
2024-12-18 11:48:59.885,Teleport,,R
2024-12-18 11:49:26.540,Teleport,,R
2024-12-18 11:49:57.177,PlayVideo,video_zTcsSwKffL4,
2024-12-18 11:55:23.718,Teleport,,R
2024-12-18 11:55:24.940,Teleport,,R
2024-12-18 11:56:29.911,Teleport,,R
2024-12-18 11:58:01.419,Teleport,,R
2024-12-18 11:58:01.687,Teleport,,R
2024-12-18 11:58:04.839,Teleport,,R
2024-12-18 11:58:23.970,Teleport,,R
2024-12-18 11:58:37.136,Teleport,,R
2024-12-18 11:58:53.177,Teleport,,R
2024-12-18 11:59:06.873,Touch,concept_livello_fisico,R
2024-12-18 11:59:09.259,Teleport,,R
2024-12-18 11:59:09.981,Touch,concept_livello_fisico,R
2024-12-18 11:59:22.443,PlayAnnotation,ann9,
2024-12-18 11:59:24.911,PlayAnnotation,ann9,
2024-12-18 11:59:26.387,PlayAnnotation,ann9,
2024-12-18 11:59:58.374,PlayAnnotation,ann9,
2024-12-18 12:00:08.791,PlayAnnotation,ann9,
2024-12-18 12:00:13.346,Pause,,
2024-12-18 12:00:34.445,Teleport,,R
2024-12-18 12:00:38.330,Touch,concept_PaaS,R
2024-12-18 12:00:39.547,Teleport,,R
2024-12-18 12:00:42.176,PlayAnnotation,ann13,
2024-12-18 12:01:43.872,PlayAnnotation,ann13,
2024-12-18 12:01:45.700,Pause,,
2024-12-18 12:01:46.928,Pause,,
